text,state
HORRIBLE SERVICIO NO TE DAN LA BAJA NUNCA!!! MIL VUELTAS Y ME SIGUEN COBRANDO!! EL CALL CENTER DE VENTAS AHI NOMAS TE ENGANCHA PERO PARA LA BAJA HORRIBLE!!,0.0
"ES UNA MUGRE DE EMPRESA. NO ATIENDEN SON DE CUARTA
",0.0
No recomiendo...y yo que pensaba volver cuando arreglara el auto.,0.0
"Si tienen pensado contratar un seguro por esta empresa NO LO HAGAN, es la peor decición que pueden tomar en su vida. ",0.0
No recomiendo para nada este seguro ya que la atención es malísima,0.0
Son un desastre te cotizan un precio pero cuando te llega la poliza aseguran el auto en otro domicilio en otra provincia donde es bajo riesgo. Ante un siniestro la compañia puede no responder por no estar el auto en la zona asegurada.,0.0
Es una compañia de mierda ,0.0
La peor atencion del mundo todo una mierda!!!!!,0.0
¿Cuando me van responder? Hace 1 mes que mando email y no me responden. Necesito una respuesta.,0.0
un desastre para comunicarse...imposible !!!!No lo recomiendo,0.0
No son para nada recomentables!,0.0
La atencion postventa es patetica,0.0
" No estamos hablando de un servicio que anda mal, estos son ESTAFADORES, ya que cobran por un servicio que no te brindan.",0.0
DE LO PEOR! Hace 3 meses que estoy intentando avanzar con un arreglo por granizo. Mandé el auto a inspeccionar y dejaron de responderme.,0.0
Si alguien tiene un abogado recomendable especializado en defensa al consumidor que me mande su contacto por favor.,0.0
Atiendan cuando el cliente tenga un siniestro!!! estoy hace 1 hs llamando,0.0
"La única opción que lo hace de inmediato es la de ""venta"". Desastroso el servicio que brindan. Una vergüenza!",0.0
Me quiero dar de baja y ni siquiera puedo hacer eso. Voy a hacer una denuncia en defensa al consumidor.,0.0
"Tuve un siniestro hace dos semana y aún ni siquiera tengo en número de siniestro. No puedo coordinar con el perito y es imposible comunicarme con alguien de 123Seguro por ningún medio, teléfono, mail y WhatsApp. ",0.0
"Hola, tengo el seguro hace un par de semanas...todavía no se han comunicado de Mapfre para venir a inspeccionar el auto...Gracias",0.0
Les hablo y me contesta un puto robot,0.0
"Son una manga de delincuentes, estafadores.
Ya los voy a demandar por dejarme sin seguro cuando no hacía ni 2 semanas que asegure mi auto ahí y me tenían que debitar recién este mes el día 10 así fue el trato",0.0
Es vergonzoso. Hace 1 hora que intento comunicarme y no lo logro. Necesito mi certtificado de póliza para retirar el vehículo. Una verguenza,0.0
Estoy tratando de comunicarme con su centro de atención desde el sábado sin éxito. Mi SOAT venció el 4 y sigo esperando la renovación. Pésima atención!!!,0.0
" No vayan a contratar...alertándolos, es una empresa deficiente y sin atención a clientes, mala experiencia, ojala y tomen cartas en el asunto",0.0
Estoy intentando contactarlos desde hace una semana pero su call center nunca responde y la única vez que lo hicieron me dejaron esperando más de 30 minutos para al final cortar la llamada. ,0.0
Encuentra las mejores promociones para tu Seguro Vehicular en bit.ly/2qFDkw0,0.0
Porfavor necesito que se comuniquen conmigo,0.0
quiero un seguro,0.0
Yo estoy esperando que me pagen del 12 del 2019,0.0
"Hola necesito de reparación técnica, tengo su seguro y no puedo comunicarme por ningún lado trate de hacer el trámite pero no me deja ,cono hago ?",0.0
"Hoola Como va? Me quiero comunicar con ustedes hace muchisimo tiempo y no me pude comunicar nunca! , tengo su seguro y hace mucho tiempo que quiero hacer un arreglo",0.0
Hola que tal estoy tratando de comunicarme con ustedes desde hoy a la mañana!,0.0
Hola yo estoy intentando comunicarme y no atiende nadie y por email tampoco contestan,0.0
Quiero la baja y hace una semana llamo a su número y ni tono da,0.0
"Me encuentro en una situación difícil ,me dan teléfonos mails , no encuentro la manera de comunicarme con una persona que solucione mí problema ,por ningún medio . Es una vergüenza.",0.0
Nunca me pagaron nada,0.0
Se ve que tienen tantos reclamos que dieron de baja el WhatsApp .,0.0
"Quiero saber cuando me van a dar una respuesta hace 6 meses estoy esperando que alguien me dé una respuesta , pido hablar con un superior y NO TIENEN TELEFONO DICEN",0.0
No sé necesita información. .se necesita que nos paguen,0.0
"La verdad que el servicio de #BNP Paribas Cardif# es pésimo, no dan un respuesta coherente de por qué no se acredita el pago del siniestro.",0.0
Me cansé de llamar ayer.,0.0
Totalmente comparto estoy esperando respuestas desde enero. Llamo y me derriban a otro número. Y no me dan bolilla de ningún lado. Via Gmail WhatsApp Facebook en ningún lado obtengo respuestas,0.0
"Quedaron en contactarme, tengo q andar atras de ustedes??",0.0
"Hay que ir a denuniar a defensoria del pueblo , o hacerle escraches a estas ratas , porque le hacen lo mismo a todos parece",0.0
Quiero que me atiendannnnn,0.0
Voy a seguir escrachandolos por acá así todos sus clientes ven como se manejan. Cargan la documentación cuando tienen ganas. Y pretende que les tenga paciencia más de 90 días que vengo con este tramite.,0.0
No contraten cardiff. dan mil vueltas para resolverte un tramite. Busquen alguna empresa mejor,0.0
me chocaron y no me quieren cubrir son unos irresponsables hijos de puta!!,0.0
"Muy mal servicio, dan Información falsa, me cotizaron un seguro y al final resultó siendo uno donde no me cubría nada de lo q prometieron,",0.0
"Me dejaron 3 meces sin cobertura, no avisaron nunca que no tenia seguro, y despues me dieron una poliza nueva en la cual paso lo mismo, venia pagando bien y cuando la compañia no cobro genero una deuda, son altamente ineficientes",0.0
¿Cuando me van responder? Hace 1 mes que mando email y no me responden. Necesito una respuesta.,0.0
DESDE HACE 4 MESES ME VIENEN COBRANDO CULPA DE LA MALA GESTION DE ESTOS ESTAFADORES 2 SEGUROS. OJO YA APPRENDI POR MAS QUE TE HABLEN LINDO NO CONFIO MAS.,0.0
"Si necesitas comprar o renovar tu SOAT 2020 hazlo 100% online más simple y rápido en Corredores de Seguros Falabella. Además, protege tu auto contra choques, robo o hurto con nuestro Seguro Vehicular Full Cobertura y disfruta la tranquilidad de estar asegurado. Si estás buscando tener una sonrisa perfecta y un mayor cuidado de tu salud bucal, no olvides contratar tu Seguro Dental. Protege a tu familia y ahorra al mismo tiempo, contratando un Seguro de Accidentes con Devolución por nuestra web.",0.0
"
El día viernes 27 de marzo adquirí mi Soat y hoy no hay cómo recogerlo por último ni el teléfono me contestan ojalá no sea un fraude",0.0
Es una desastre son amables hasta que depositas el dinero luego ni el teléfono te contestan,0.0
Info,0.0
quiero info,0.0
solicito informacion,0.0
por favor mas informacion,0.0
quiero que me den informacion sobre este seguro contactense conmigo a whatsapp 14312980,0.0
"Hola, SOAT de moto?",0.0
Amigos buen dia y para motofurgon !?,0.0
"Solicita tu SCTR Seguro Complementario de Trabajo de Riesgo Salud y Pension.

PRECIO desde: S/.146",0.0
Para moto lineal sigue siendo el mismo?,0.0
Como ago para sacar mi brevete cuanto cuesta,0.0
NO EXISTE SOAT PARA MOTO DE CONTROL POLICIAL NO SE DEJEN ENGAÑAR,0.0
Información sobre soat taxi. Costo. Gracias,0.0
Por favor información de soat para moto lineal inscrita en chimbote,0.0
"Cotizá tu Moto y Conocé los Planes Intégrity Moto RC, RC Plus y Moto Full. Conocé Todos Nuestros Planes. Ingresá, Cotizá y Encontrá el Mejor Plan Para Vos! Atención Personalizada. 12 Acarreos al Año. Proveedores de Repuestos. Póliza Digital.",0.0
buenos días hace mas de 2 semanas estoy solicitando un endoso de la póliza y aun no tengo ninguna repuesta y llamo a su numero fijo y nunca responden y al final nadie me puede ayudar con el tramite.,0.0
Estoy tratando de comunicarme con su centro de atención desde el sábado sin éxito. Mi SOAT venció el 4 y sigo esperando la renovación. Pésima atención!!!,0.0
"No vayan a contratar...alertándolos, es una empresa deficiente y sin atención a clientes, mala experiencia, ojala y tomen cartas en el asunto",0.0
No se les ocurra contratar su seguro con esta empresa. Es de lo peor!!!!!,0.0
Esta puta empresa es de lo peor del mundo,0.0
"Pésima atención. Mi SOAT vence en unos días, el 8 de enero, y hasta ahora no me atienden para poder hacer la renovación.",0.0
"Estoy intentando contactarlos desde hace una semana pero su call center nunca responde y la única vez que lo hicieron me dejaron esperando más de 30 minutos para al final cortar la llamada. Intenté contactar al señor José Cabanillas que es quien me vendió el seguro pero también es otro experto en dejar en visto los mensajes por WhatsApp, medio por el cual me hicieron el ofrecimiento del ""SOAT gratis"" por contratar un seguro vehicular con ustedes.",0.0
Aun no me dan el soat que incluía al asegurar mi vehiculo,0.0
"Pésimo una atención terrible sus asesores no responden los mensajes, para vender te llaman constantemente una vez que se te presenta un problema no contesta más. Mi auto sin cobertura y por la negligencia de sus asesores",0.0
Soat para suzuki alto 2015 .. precio,0.0
"Sigo esperando la respuesta señores de seguro simple mi auto sigue sin cobertura y la única perjudicada soy yo. Hasta cuándo tendré que esperar? Son nefastos, inutiles, impresentables. De lo peor",0.0
"Son unos estafadores! No confíen su seguro a esta empresa! Yo confié mi seguro de salud con ellos y terminaron estafándome con una cobertura parcial, perjudicando así a mi familia..tienen una venta engañosa y nula atención al cliente o corrección de recodamos!!! Yo ya estoy en trámites de demanda!!!",0.0
Deseo cotizar para una combi toyota de 16 asientos particular,0.0
Autos de 98 nuvira se puede asegurar o no y cuanto seria,0.0
"Buenos días Como esta deseo cotizar para una minivan de 11 pasajeros de la Marca Changan , Modelo New van pero su sistema no me permite realizar el registro respectivo.",0.0
Hola buenas noches solicito información.,0.0
"Hola, me contactaron incansablemente para renovar mi seguro vehicular, me ofrecieron mil cosas y a la hora de aceptar a tanta insistencia lo primero fue cobrar el seguro pero nada de cumplir con los adicionales que ofrecieron.",0.0
Cuidado que no entregan boletas,0.0
todo muy bonito pero su servicio pos venta es terrible y no entregan boletas ni responden los correos. Aveces no funciona la central telefónica o no pasan las lllamadas. Tengan cuidado..,0.0
Por favor aqui en cusco por donde es su oficina,0.0
Quise poner las fotos de las conversaciones mostrando los falsos ofrecimientos pero la cuenta está configurada de tal manera que no se puede poner ni una sola foto.,0.0
"Escríbenos, cotiza y contrata. Sin rodeos ni letras chiquitas, hazlo simple.",0.0
Pésimo servicio,0.0
Nadie responde alos números de la caja,0.0
necesito comunicarme y no atienden el telefono le mande mail y me dicen que llame pero nadie atiende,0.0
"Estoy llamando y nadie me atiende, necesito hablar con alguna persona por favor",0.0
Porfavor atiendan los teléfonos me canse de llamar nadie me respondió,0.0
La verdad. Un desastre. No me contestan nunca. Tengo el auto asegurado con ustedes. Contesten! Así trabajan de su casa?,0.0
No hay forma que nadie me responda!!! Tengo un siniestro y ni al 0810 ni al wsp me responden,0.0
Contraté un seguro contra todo riesgo para mi auto y me enchufaron un seguro por Robo de Cartera que YO NO SOLICITÉ. Y encima para darlo de baja es toda una historia. ,0.0
Por ahora estan negando toda comunicacion como si no existieramos y mañana dejaremos existir y tampoco habra quejas y diran que cumplieron con todos los requesitos de la entidad,0.0
atiendan el teléfono o contesten los mensajes!!!,0.0
Necesito urgente un auxilio semanas que llamo ya,0.0
LOCO. YA ARRANCAMOS MAL? DI DE ALTA EL SEGURO PARA MI AUTO EL 30/3. ME DIJERON QUE A FINES DE ABRIL COBRABAN ABRIL Y LOS DOS DIAS DE MARZO... ME.COBRARON EL 7 DE ABRIL CUOTA COMPLETA Y EL 21 DE ABRIL CUOTA COMPLETA DE NUEVO!!! ,0.0
"No es el único que se siente o confirme con el servicio que brindan
Yo sigo esperando q me hagan un descuento pir q hace dos mese q no uso el auto y ellos cobran lo mismo",0.0
Envié. Email. A todos los correos dque disponen. Les dejé mensjae al chat no contestan ninguno de los email. Enviado ni llamadas telefónicas,0.0
Respondan,0.0
Hijos de puta respondan!!!!,0.0
"Nefastos, inutiles, seguro de mierda",0.0
Respondan gente sean serios!!!!!!!!,0.0
"Desde la mañana estoy tratando de comunicarme por distintas vias (telefono, app, whatsapp) para solicitar la baja y no hay forma de ponerme en contacto.",0.0
Me quiero dar de baja,0.0
QUiero la baja!!!!!!!,0.0
Como hago para darme de baja? No puedo comunicarme si nadie responde! inutiles,0.0
" Hola, me tienen que devolver un pago duplicado. Ya pasó el plazo y no hay manera que me respondan!!! Hay que denunciarlos? Cómo funciona esto?",0.0
 Hola!!! Servicio virtual ???? Si no contestan por ningún lado.,0.0
"Necesitó comunicarme con ustedes por los seguros de mis autos. No logro que me respondan por el 0800 ni por WhatsApp. Intento por última vez por este medio, si no tengo respuesta cancelaré los seguros",0.0
"Contesten los WhatsApp, y atiendan el teléfono, es URGENTE, soy socia, y nadie me da bolilla, hay que ser gente mala, en esta situación que estamos pasando....necesito ya que alguien me atienda !!!",0.0
"Buenas tardes, necesito comunicarme con alguien para solicitar el descuento en el seguro automotor. Telefonicamente es imposible y por Whatsapp tampoco contestan. Pueden ayudarme?",0.0
AYUDA,0.0
La semana anterior también intenté y no me atienden y por Whatsapp me clavan el visto. Es Vergonzoso!!!!,0.0
VERGONZOSO,0.0
Bienos dias para darle de baja al seguro! No responden los mails!!,0.0
ATIENDAN LOS TELÉFONOS!!!!,0.0
A mí tampoco me responden mails ni Whatsapp... Quiero que me indiquen el descuento si me adhiero al debito por tarjeta pero no me responden,0.0
Hace mas de 20 dias que quiero dar de baja el seguro y no atienden. No quiero pensar lo que sería si hay un siniestro.,0.0
Tengo 2 autos asegurados y estoy buscando respuestas y no atienden ningún teléfono!,0.0
Tambien quiero dar de baja y no lo logro!!!,0.0
"Hola señores incapaces de La Caja, llevo intentando comunicarme con atención al cliente al 0810-555-2252, opciones 2, 8, 2, y constantemente se corta. ",0.0
No contestan x ningun medio!!,0.0
Yo ya me quiero borrar!!!!! Más de 15 años para nada,0.0
"impresentable el servicio que brindan. Nadie responde, imposible comunicarme. Pesimo. Inutiles, ladrones",0.0
Son unos ladrones inutiles,0.0
"Termina esta Pandemia y si sigo en pie hay 2 o 3, empresas que no contaran con mí contribución mensual",0.0
" Son un desastre hace 3 dias estoy llamando",0.0
No atienden a nadie. Una vergüenza!!,0.0
"Buenos días ,soy usuario del seguro , y necesito asesoramiento, ya q llamo y no atienden,por favor un teléfono q este habilitado ???",0.0
"La peor aseguradora del mercado, un mes y aun no autorizan el arreglo de mi vehículo, he radicado 3 quejas y no me ha servido para nada, la previsora no promete... Simplemente incumple....",0.0
"lamentable, pesimo, este seguro es malo. No lo contraten",0.0
"no me dan solución ni una respuesta, necesito cobrar el cheque correspondiente al mes de Abril",0.0
Necesitan ayuda para atender el teléfono? Saben como se atiende? Tienen algún problemita que les impida atender a sus clientes?,0.0
YA ESTOY RE CALIENTE Y ARREPENTIDA DE HABERME CAMBIADO CON USTEDES. ESPERO SOLUCIÓN YA!!!,0.0
"La verdad muy mala carta de presentación, primera vez q me relaciono con esta empresa y tienen este tipo de avivadas. ",0.0
"Estoy arrepentida de haber contratado con La Caja, en cuánto pueda voy a pasar a un seguro mas serio y que no recurra a este tipo de artilugios.",0.0
Qué pésima experiencia. Espero que se contacten porque de lo contrario daré de baja el seguro con ustedes....,0.0
Mal servicio me dejaron sin cobertura,0.0
Ami tambien me dejaron sin cobertura son unos inutiles e ineficientes. Dan pena,0.0
"Sinceramente no pierdan su tiempo con esta empresa, puro marketing y muy mal servicio.",0.0
"Pésima atención. Mi SOAT vence en unos días, el 8 de enero, y hasta ahora no me atienden para poder hacer la renovación.",0.0
"Cuando los necesitas no estan, son mentirosos y sinverguenzas",0.0
"El peor servicio, muy malo. Es pesimo no lo contraten porque todo lo que te dicen es mentira y despues no les importa nada. no te cubren. solo cobran pero no cubren",0.0
no cumplen con lo prometido asique no lo recomiendo para nada. Es todo una mentira,0.0
Muy mala la la atención nunca tienen sistema viven sin sistema como una empresa tan grande a nivel nacional tenga este problema,0.0
 hola estoy esperando el pago del siniestro hace pongo el numero de tramite y no sale nada le dejo mi numero1157509598,0.0
hola buen dia nesesitaria q me mieren el auto algun inpector o alguien ae comunique con migo 1157509598 gracias,0.0
Buen dia yo ya acepte el chqeque quisiera saber cunafo lo cobro y en q banco macro si tiene alguna sucursal en san miguel,0.0
 les dejo mi numero 1157509598 gracias contactense conmigo por favor,0.0
Juegan con la gente son estafadores hay que demandarlos,0.0
Mala atención. Más de un mes hacer un reintegro de más de $2.000 por un mal débito que hicieron ellos. Vergonzoso.,0.0
hola todavia no pude hacer el reclamo x la pagina tuve un ainiestro podria ir a alguna sucursal q me atiendan personalmente ,0.0
"hace meses que estoy dando vueltas con ustedes y nadie me atiende ni ayuda. son unos irresponsables y mentirosos, les deberia dar verguenza mentirle a la gente asi",0.0
Sigo esperando la poliza que me tenían que entregar ayer!,0.0
"Pésima la atención, va directamente no atienden los teléfonos, para hacer una denuncia horas en el tel. ",0.0
"El servicio de asistencia deja mucho que desear. La grúa se demoró alrededor de 2 hs y media, por lo que decidí llamar a un familiar para que me remolque",0.0
Pésimo servicio de asistencia mecánica. No lo recomiendo.,0.0
Lacras inmundas vamos a ver cuantos les dura el modo operando ls industria del juicio. ,0.0
Sigan escupiendo para arriba que les va a caer en la cara maga de cagadores corruptos sin verguenza ya les va s tocar alguno de ustedes. Pudrance,0.0
el servicio es lamentable,0.0
De terror! estacionando me choco una grúa asegurada por esta compañía que nunca freno. Esta compañía dijo que la culpable era yo porque iba marcha atrás.,0.0
Fuimos personalmente a reclamar y ni se molestaron en escucharnos,0.0
"NO RESOLVIERON NADA! ME HICIERON MANDAR DOCUMENTOS, IR A UNA INSPECCIÓN, HACIENDOME PERDER TIEMPO, PARA SEGUIR DICIENDO LA MISMA RIDICULEZ QUE YO SOY LA CULPABLE",0.0
Estos. Weones. Son unos. Estafadores y cara de raja.. Llevo. Cuatro meses para que me paguen el seguro. Nunca e recibido Un llamada de ellos,0.0
pesimo servicio. hace 2 horas que estoy en la ruta esperando un servicio y no me responden. siempre pago en forma!,0.0
Un desastre estoy por iniciar acciones legales hace 1 mes me chocaron me peritaron el auto y todavia no me solucionan el inconveniente.,0.0
siendo asegurada la empresa deja mucho q desear. no se hacen cargo de los siniestros,0.0
"No te atienden nunca el teléfono y cuando lo hacen te derivan a otro asesor q se va ''comunicar'' supuestamente, cosa q ''nunca'' sucede.",0.0
Horrible es poco. Paciente lo q me rompió uno de SUS asegurados. La tercera parte me ofrecen. Ladrones hijos de puta,0.0
Desastroso pagamos un seguro contra todo riesgo me robaron dos ruedas y indagan para no dármelas nunca más dos ruedas con lo q cobran para q pago el seguro?NO LO RECOMIENDO,0.0
 no funciona lo único que me queda es a defensa al consumidor a hacerle una denuncia,0.0
UNA DESILUSIÓN CON UNA EMPRESA QUE NO BRINDA RESPUESTA CUANDO EL CLIENTE LA NECESITA.,0.0
Hace más de una hora estoy llamando al 0-800 y no hay respuestas! Éste es el servicio q brindan?,0.0
Hace un mes y no me arreglan mi auto.pero para debitarte de la tarjeta son rapidicimos.delincuentes.,0.0
es malísimo no constata los daños,0.0
"Son de cuarta tengo testigo y cámaras de la zona que ya las pedí, no quisieron ni darme el teléfono de quién me chocó",0.0
"mi me chocaron hace 40 dias y todavia estoy esperando, para hablar po TE nadie te atiende, la agencia localno te dan bola, en definitiva una cagada",0.0
"Realmente una vergüenza y una falta de respeto lo que me sucedió con el ""seguro Rivadavia""",0.0
"me canse de llamar y nunca atienden a mi reclamo. como es posible que no tengan una sucursal en Catamarca. Muy malo, pesimo ",0.0
Pésima la actitud de Seguros Rivadavia. No lo recomiendo para nada.,0.0
"Te informan mal, no respetan tu tiempo. Es un desastre total. ",0.0
Nunca atiende nadie. y te debitan igual de las TC,0.0
"El servicio está terciarizado con SOS pero la compañía es una vergüenza Lamentable realmente , cero consideracion",0.0
"Son muy ineficientes, maxime la agencia Rosario q es la que estoy hablando. El Nº de Stro es 49/3413 por si les interesa resolverso de una buena vez",0.0
" Estoy experimentando el mismo problema, el servicio es lamentable",0.0
Se vé que a vos no te chocaron un asegurado de estos delincuentes! y se borraron!,0.0
Me piden mi extracto bancario para poder depositar un pago y necesito sacarlo para enviarlo me lo pueden enviar ?,0.0
Hola. Quiero dar de baja el seguro de mi auto por favor intento llamar pero no puedo comunicarme.,0.0
Me robaron el auto en enero y todavía no me pagan ya hice todos los trámites de baja. Con el tema de la cuarentena estan las oficinas cerradas solo pido que me depositen en mi caja de ahorro mi plata. Yo como cliente siempre cumplí pague todos los meses.,0.0
 mañana mismo voy a llamar a mi banco para que haga el stop debit definitivamente para seguros rivadavia es la peor compañía de seguros,0.0
Porque se demoran tanto en devolver el dinero.hoy se cumple un mes y no hay noticia en la sucursal de parana hay una persona que trabaja en el box 3 .te atiende mal y es prepotente y maleducado solicito una respuesta urgente,0.0
Muy imposible contactarme con ellos llamo nunca atienden.,0.0
llamo y pido que me den la baja del servicio y me ponen excusa de que no pueden atenderme o que llame más tarde,0.0
todavia tengo el auto en mi garage sin novedades del seguro para arreglarlo una verguenza el tiempo que hace que paso el choque y todavia sin novedades,0.0
Seguro rivadavia no cumple con sus asegurados,0.0
Solo llaman para saber qué pasó y no para resolverlo . Un desastre el seguro le voy a dar de baja,0.0
Quiero darle la baja.!! Atiendan el telefono hijos de puta,0.0
Jamás una llamada ni e-mail nada. 0 repuesta. Pesimo servicio y pesima atencion al cliente. No lo recomiendo. No lo contraten son unos inutiles y mentirosos,0.0
"Buenos días, necesitaría dar de baja al seguro. Me comunico telefónicamente pero se corta la llamada.",0.0
Nesecito dar de baja al seguro rivadavia de mi tarjeta porque vendi el auto,0.0
"realmente imposible comunicarse! Los horarios de atención para la denuncia de siniestro son muy acotados, necesito tomarme el día en el trabajo. ",0.0
Desde enero nos están dando vueltas para pagarnos los daños realizados por un asegurado de seguros rivadavia llamamos a un montón. De números sin ninguna respuesta,0.0
"Una vergüenza la atención de la agencia, vas a hacer una consulta y si no sos de la cartera de ellos, te mandan a la sucursal donde tenes contratado el seguro",0.0
falta de respeto total no dan la cara no soluciona los problemas tendrian que poner un telefono fijo un whatsapp algo 6 horas llamamos al 0800,0.0
me cobran un seguro que yo no quiero y me lo debitan de mi tarjeta quiero simplemente que se le dé la baja por qué no lo quiero pagar más y si no es así procederé con acciones legales.,0.0
"indignado, tuve un siniestro con un asegurado de ustedes ""seguro Rivadavia "" el cual vengo reclamando hace más de 10 días para que me paguen el daño",0.0
"no les importa nada, puro marketing y sarasa.",0.0
Son estafadores por un siniestro de $235000 pretenden pagar $4000,0.0
no pagan. sus asegurados chocan y rechazan los reclamos de los damnificados. totalmente irrecomendables.,0.0
"Una vergüenza, hace más de dos meses que un cliente de ustedes, un colectivo de la compañía Rastreador Founier me choco y todavía no me dieron ninguna respuesta.",0.0
Mismo caso te estafan demanda no hay opcion,0.0
SI SOS UN PERJUDICADO POR ESTE SEGURO RIVADAVIA... SUMATE A LOS RECLAMOS EN: https://tuquejasuma.com/seguros-rivadavia,0.0
Una porqueria...esperando la grua camino a las 3 horas...realmente de ultima...No te asocies hay que buscar un buen seguro....pero no Rivadavia,0.0
Me trataron muy mal.10 años pagando el seguro y cuando lo necesite no estuvieron.,0.0
"Son un desastre. Muy mal tratado. Desde la administración, la cajera, el ""perito"" que de perito no tenia nada...muy mala la atención..",0.0
"Hace mas d una hs q espero el aux.,llame y mientennn.ahora a esperar minimo otra hora mas..PESIMO",0.0
"una verguenza, estafadores totales. pesimo",0.0
"Una vergüenza el servicio, un desastre , la asistencia técnica nunca llega. Un DESASTREEEEE!!!!!! No tienen respeto por los demás, te mienten.",0.0
pago un seguro que me estafa . No contestan . No dan respuestas. Menos soluciones. pésima atención.,0.0
Un mamarracho. Le pondría -10 si hubiera opción,0.0
NO LO RECOMIENDO PARA NADA... la verdad un asco me enferme como tienen el.tupe de jugar con las personas,0.0
no tienen vergüenza de nada. supuestamente con la compañía que me choca me dicen que entraba en el convenio cleas y ellos dicen que no. No te contestan los llamados.,0.0
ninguno se quiere hacer cargo. la denuncia la hicimos y el llamado que dicen que te hacen nunca lo hacen... Rivadavia aún espero tu llamado...,0.0
Porque son unos hdp ellos se cagan en la gentes y pretenden que uno sea educados con ellos seguros de mierda,0.0
no sirve de nada cuando uno realmente lo necesita. Espero una respuesta urgente y resarcimiento de algún modo.,0.0
PAGUEN GARCAS ,0.0
"No te dan una sola respuesta, aparte de que no se hacen cargo de nada, son todos chorros",0.0
Me intristeze que tanta gente sea engañada,0.0
"no respetan las clausulas del contrato y al realizar cambios en la póliza del seguro, los mismos no son informados al asegurado.",0.0
necesito una respuesta ante tanta ineficiencia,0.0
"Quiero que me devuelvan el dinero de lo que me descuentan en seguro. Es vergonzoso, cobro una simple asignación universal y me descuentan seguro que no contraté.",0.0
La verdad que para una emergencia no se lo recomiendo a nadie.,0.0
"Son unos chantas, me cobran dos veces lo mismo en la tarjeta y revisando resumenes anteriores ya lo han echo anteriormente!!",0.0
Hace dos horas que quiero comunicarme con un representante y nadie responde.,0.0
"Pésimo servicio, la verdad no entiendo como una empresa justamente de seguros puede funcionar así.",0.0
"Es muy fácil manejar todo desde una oficina, total con robar plata a los clientes cumplen su función.",0.0
Estoy abandonada por el seguro. Ni contestan,0.0
"La operatividad en provincias donde no tienen representantes es muy mala, no dan respuesta de acuerdo a las circunstancias. NO LA RECOMIENDO",0.0
son de terror no se hacen cargo de nada mala atención. Inutiles ,0.0
"no me dan solución ni una respuesta, necesito cobrar el cheque correspondiente al mes de Abril, no están cumpliendo con los plazos establecidos para abonar.",0.0
NO SE HACEN CARGO DE LOS GASTOS! SON UNOS ESTAFADORES,0.0
La verdad muy mala atencion con sus asegurados. Pero lamentablemente la empresa de colectivos les genera mas ingresos que un particular.,0.0
"una atención vergonzosa, hace 1 mes que tengo un choque y no son capaces de dar una respuesta. ninguno se hace cargo!",0.0
una ves que sos asegurado no te atienden..te pasean por todas las opciones y no dan respuesta. ,0.0
No se hacen cargo de nada. No recomendaria esta compañia.,0.0
"ES UNA VERGUENZA ESTE SEGURO , ME CHOCARON Y NUNCA ME PAGARON ,",0.0
"te dan de baja la póliza sin avisarte y por un error de empleados! lamentable, no la contraten",0.0
"Necesito que me den una solución, solo dan vueltas y vueltas y no me pagan.",0.0
se van a comer una hermosa denuncia en atención al consumidor por no prestar un servicio como corresponde,0.0
"LOS LLEVARE A JUICIO, LADRONES",0.0
LADRONES Y CARADURAS. EMPECE UN RECLAMO HACE MAS DE DOS MESES Y ME OFRECEN $ 3500 POR UN ARREGLO DE $ 17MIL,0.0
NO RECOMIENDO A ESTA EMPRESA,0.0
"Realmente muy malo el servicio, hace mas de dos años tengo asegurado un vehículo con esta empresa. Resulta que no sirve como aseguradora",0.0
es pésima su atención por que en el lugar de poner a una persona para que conteste las dudas de una consulta para los damnificador dejan que una computadora conteste sin respuesta alguna ,0.0
no te recomiendo tener asegurado nada en esta compañia.,0.0
Son una vergüenza.,0.0
"No contraten, es una aseguradora de caca!!!!",0.0
No los recomiendo porqué no me gustan las dudas las vueltas las mentiras uno es el cliente el asegurado y no dan información te dicen,0.0
Hay qir demandarlos todos juntos que no se la lleven de arriba,0.0
"Malísimo, 3 hs esperando la grua, ahora si no pagas o te atrasas, enseguida, t llaman, te mandan mail y t dan de baja!",0.0
"la ineficiencia, el manoseo de mi.plata y no me dan respuestas todavia sin verguenzas",0.0
"UN DESASTRE, MALA ATENCIÓN, NO ATIENDEN NUNCA EL TELÉFONO, NO DAN RESPUESTAS A LOS ASEGURADOS. UNO SE SIENTE DISCRIMINADO POR LOS EMPLEADOS",0.0
CASI DOS MESES Y SIN RESPUESTAS. OBVIAMENTE QUE HARE LAS DENUNCIAS CORRESPONDIENTES Y LOS DEMANDARE POR DAÑOS Y PERJUICIOS.,0.0
UNA PORQUERIA!!! ,0.0
PESIMO SERVICIO DE AUXILIO ,0.0
"VERGUENZA , TENGO LAS LLAMADAS GRABADAS LAS CUALES DIFUNDIRE PARA QUE VEAN LA REALIDAD , COMO TRATAN A UN CLIENTE",0.0
"Buenas tardes, muy indignada les comunico que he tratado por más de treinta minutos hablar al teléfono aquí publicado sin lograrlo. ",0.0
es vergonzoso y espero se comuniquen conmigo ustedes dado que estan dadas las condiciones para denunciar en los organismos pertinentes estas irregularidades.,0.0
nunca brindan solución a nada Unos soretes! ,0.0
