text,state,,
El trato que obtuvimos tanto en el hospital de Manila como telefónicamente desde España fue fabuloso.,1,,
Viajamos 5 años de manera indefinida con ellos y no nos cansaremos de recomendarlos. Excelente servicio,1,,
Muy satisfecho con el trato y la rapidez de actuación.,1,,
"Rápidos y eficientes, en un país tan lejano se agradece. Todas las facilidades y desprenden preocupación por el seguimiento médico. No recomiendo otro seguro. El mejor!",1,,
"Fácil de contratar, buen precio y buenas coberturas.",1,,
"Rapidez, buena relación calidad precio y seriedad.",1,,
Siempre viajo con un seguro de IATI. Este invierno tuve que ir a una clínica en Birmania y fue muy eficiente.,1,,
"Muy satisfecho co IATI, muy rápido y eficiente, muy recomendable. Gracias por el post, muy bueno e informativo.",1,,
"Tuve un problema médico en la República Dominicana y tras mandar un correo me atendieron de una manera rápida y correcta, estando siempre en contacto con el médico.",1,,
"Cogi este seguro para mi viaje a Tailandia, lo tuve que usar por un problema de oido, me atendieron, dieron los medicamentos y no aboné nada. Todo  muy bien",1,,
"Lo he necesitado en dos ocasiones y me han atendido muy rápido y de forma satisfactoria.
",1,,
Muy satisfechos con la atención y trato recibido.,1,,
Seguro muy fácil de gestionar y con una excelente relación calidad precio,1,,
"Este año no lo he llegado a usar en mi último viaje (el año pasado estando en Japón hice uso del seguro y fue una muy buena experiencia), pero me he sentido seguro en todo momento.",1,,
"El mejor del mercado comparando precio y calidad.
Y tambien el mejor en la facilidad de obtenerlo",1,,
"Es económico y lo mejor de este seguro es que no tienes que adelantar el dinero si te pasa algo, para mí eso es muy importante cuando sales.",1,,
"Muy buen precio para todo lo que ofrecen de cobertura tanto médica, legal y/o accidentes con tu vuelo. Te sientes más tranquilo al viajar.",1,,
Es mi seguro siempre que viajo al extranjero. Me da tranquilidad y seguridad.,1,,
No me he tenido que utilizar el seguro pero me han hablado muy bien de él y tiene buenas opiniones,1,,
"en mi viaje a la India si lo utilice, y fenomenal, me atendieron enseguida y al día siguiente me llamaron para ver qué tal estaba por si hacía falta algo más. ",1,,
"Fantastico, me encanto el servicio.",1,,
Es el seguro que siempre cojo cuando salgo de viaje. Es fiable y muy efectivo. Gracias por la informacion que brindan en sus posts,1,,
Tanto la gestión de la contratación como todas las coberturas que incluye y sus facilidades me parecen excelentes.,1,,
Muy bien . Tuve un pequeño accidente en Bali. Me puse en contacto con iati y me facilitaron todo. No tuve que adelantar dinero alguno y en el hospital me atendieron estupendamente.,1,,
"Siempre contratamos con IATI cuando salimos de viaje, una sola vez nos hizo falta y no tenemos queja ninguna... todo perfecto. Muy recomendable",1,,
Muy rápido y seguro. No lo tuvimos que usar osea un éxito,1,,
"El mejor seguro de viaje que he probado.
La atención fue buena, tuve que utilizarlo en dos ocasiones en Tailandia, al llamar antes de ir al médico hizo que IATI pagará todos los gastos sin tener yo que adelantarlo.",1,,
"Recomiendo llamar a IATI antes de ir al médico para que no tengas que adelantar tu los gastos, además de llevar imprimida una copia del seguro cada viajero.",1,,
Por suerte contratamos este seguro para nuestro viaje a Perú ya que uno de los días tuvimos que ir al médico y nos cubrieron todos los costes de la consulta y el tratamiento. Muy recomendable,1,,
"Más que contenta con iati seguros. Tuve un problema de robo de equipaje durante mi viaje a Jordania y ueron muy efectivos y rápidos a la hora de reembolsar. Gracias!
",1,,
"No tuve ningún problema. Todo claro y rápido. Muchas gracias. Sin duda volveré a contratarlo
",1,,
Me encanta como me atienden en esta empresa,1,,
"Aunque no tuve que usar el seguro durante mi viaje, la facilidad por comprar lo que necesitamos fue inmejorable.",1,,
"En realidad no tuve necesidad de usar el seguro, pero manejan muy buen precio y la cobertura es buena!",1,,
Siempre contratamos seguros con Iati para nuestros viajes. Recomendado.,1,,
Compañía muy competente. Volveré a contratar con ellos,1,,
"Buen servicio, fácil y cómodo. Sirve para viajar con tranquilidad",1,,
"Rápido y ágil de contratar.

Buen precio",1,,
"Seguros geniales y económicos, entra todo tipo de percance, afortunadamente no tuve q usarlo pero genial
",1,,
